autor/titulo/topics/sist_num/CDU/Classe/CDU_Numerica
Amado, Jorge, 1912-2001./Tenda dos milagres/['Literatura, Brasil.']/2/ 869.0(81) AMADO-J TENDA/8.0/ 869.0(81) - 
Mallin, Jay, 1927-/A verdade sobre São Domingos/['Estados Unidos, relações exteriores, República Dominicana.', 'República Dominicana, história, 1961-', 'República Dominicana, relações exteriores, Estados Unidos.']/5/ 972.93 MALIN-J VERDA/9.0/ 972.93 - 
Lima, Jorge de, 1893-1953./Antologia poética/['Literatura, Brasil.', 'Poesia, Brasil.']/12/ 869.0(81) LIMA-J ANTOL/8.0/ 869.0(81) - 
Beauvoir, Simone de, 1908-1986./Os mandarins/['Literatura, França.']/15/ 840 BEAUV-S MANDA/8.0/ 840 - 
Silone, Ignazio, 1900-1978./Le grain sous la neige/['Literatura, Italia.']/21/ 850 SILON-I GRAIN/8.0/ 850 - 
Salles, Armando,/O Brasil é assim/['Viagem, Brasil, Região Centro-Sul.', 'Viagem, Brasil, Região Nordeste.', 'Viagem, Brasil, Região Sul.', 'Brasil, descrição.']/28/ 918.1 SALLE-A BRASI/9.0/ 918.1 - 
Alvarenga, Octávio Mello, 1926-2010./Judeu Nuquim/['Literatura, Brasil.']/32/ 869.0(81) ALVAR-OM JUDEU/8.0/ 869.0(81) - 
Silva, Vitor Manuel de Aguiar e, 1939-2022./Teoria da literatura/['Literatura.']/35/ 82.0 SILVA-VM TEORI 2.ED./8.0/ 82.0 -  2..
Menezes, Raimundo de, 1903-1984/Dicionário literário brasileiro ilustrado/['Escritor, biografia, Brasil.', 'Literatura, língua portuguesa, dicionário.', 'Literatura, Brasil, dicionário.']/36/869.0(81)(03) MENEZ-R DICIO/8.0/869.0(81)(03) - 
Vasconcelos, José Mauro de, 1920-1984./Rua descalça/['Literatura, Brasil.']/54/ 869.0(81) VASCO-JM RUA 2.ED./8.0/ 869.0(81) -  2..
Tolstoi, Leon, graf, 1828-1910./Obra completa/['Tolstoi, Leon, graf, 1828-1910, antologia.', 'Tolstoi, Leon, graf, 1828-1910, biografia.', 'Tolstoi, Leon, graf, 1828-1910, crítica e interpretação.', 'Escritor, Rússia, antologia.', 'Língua russa, dicionário.', 'Literatura, Rússia, antologia.']/60/ 882 TOLST-L OBRA/8.0/ 882 - 
Tolstoi, Aleksei Nikolaievitch, 1883-1945./O caminho dos tormentos/['Literatura, Rússia.']/71/ 882-3 TOLST-AN IN/8.0/ 882-3 - 
sem autor pessoal/Entre dois mundos/['Escritor, Israel, biografia.', 'Literatura, Israel.']/73/ 929(394) ENTRE-DM ENTRE/9.0/ 929(394) - 
Bopp, Raul, 1898-1984./Memórias de um embaixador/['Bopp, Raul, 1898-, memórias.', 'Diplomata, Brasil, memórias.', 'Escritor, Brasil, memórias.']/75/ 869.0(81) BOPP-R MEMOR/8.0/ 869.0(81) - 
Magno, Paschoal Carlos./Não acuso nem me perdoo (diario de atenas)/['Magno, Paschoal Carlos']/76/ 869.0(81) MAGNO-PC NAO/8.0/ 869.0(81) - 
Senna, Homero, 1919-2004/Gilberto Amado e o Brasil/['Amado, Gilberto, 1887-1969', 'Escritor, Brasil.']/77/ 929 AMADO G SENNA/9.0/ 929   
Costa, Sergio Correa da, 1919-2005./As quatro coroas de D. Pedro I/['Pedro I, Imperador do Brasil, 1798-1834, biografia.', 'Primeiro Reinado (1822-1831), Brasil.']/78/ 929 PEDRO-P COSTA 3.ED./9.0/ 929 -  3..
Albee, Edward, 1928-/Um equilibrio delicado/['Peça teatral, Estados Unidos.', 'Literatura, Estados Unidos.']/82/ 820(73) ALBEE-E EQUIL/8.0/ 820(73) - 
sem autor pessoal/A literatura no Brasil/['Literatura, história e crítica, Brasil.']/84/ 869.0(81)(091) LITER-B LITER 2.ED./8.0/ 869.0(81)(091) -  2..
Coutinho, Afrânio, 1911-2000./A tradição afortunada/['Literatura, crítica e interpretação, Brasil.', 'Nacionalismo, crítica, Brasil.']/85/ V 981(082.1) DOCUM-BR DOCUM/9.0/  981(082.1) - 
Carvalho, Amorim de, 1904-1976./Guerra Junqueiro e a sua obra poética/['Junqueiro, Guerra, 1850-1923', 'Crítica literária.', 'Literatura, Portugal.']/86/ 869.0.09 JUNQU-G CARVA/8.0/ 869.0.09 - 
Moss, Leonard, 1931-/Arthur Miller/['Miller, Arthur, 1915-2005, crítica e interpretação.', 'Escritor, Estados Unidos.', 'Literatura, Estados Unidos.']/89/ 820(73).09 MILLE-A MOSS/8.0/ 820(73).09 - 
Kazantzakis, Nikos, 1883-1957./O Cristo recrucificado/['Literatura, Grécia.']/105/ 877.4 KAZAN-N CRIST/8.0/ 877.4 - 
sem autor pessoal/Ciudades de destino/['Cidade.', 'Cidade histórica.', 'Cidade, história.', 'Civilização antiga, história.']/120/ E 711.42(091) CIUDA-DD CIUDA/7.0/  711.42(091) - 
Corrêa, Oscar Dias, 1921-2005./Brasílio/['Literatura, Brasil.']/126/ 869.0(81) CORRE-OD BRASI/8.0/ 869.0(81) - 
Dupré, Maria José, 1905-1984./Angelica/['Literatura, Brasil.']/127/ 869.0(81) DUPRE-MJ ANGEL/8.0/ 869.0(81) - 
Barroso, Maria Alice, 1926-2012‏/Um nome para matar/['Literatura, Brasil.']/128/ 869.0(81) BARRO-MA NOME/8.0/ 869.0(81) - 
Azevedo, Aluísio, 1857-1913./O touro negro/['Literatura, Brasil.']/130/ 869.0(81) AZEVE-A TOURO/8.0/ 869.0(81) - 
Robert, Marthe, 1914-1996./A revolução psicanalítica/['Freud, Sigmund, 1856-1939', 'Psicanálise, história.']/137/ 159.964.2 ROBER-M REVOL/1.0/ 159.964.2 - 
