autor/titulo/topics/sist_num
Dantas, Paulo, 1922-2007./O lobo do Planalto/['Literatura, Brasil.']/000001745
Decouflé, André-Clément, 1936-2011./Sociologia das revoluções/['Revolução.', 'Psicologia social.', 'Sociologia política.']/000001633
Deutscher, Isaac, 1907-1967./Stalin/['Stalin, Iosif, 1879-1953, biografia.', 'Chefe de Estado, União Soviética, biografia.', 'Stalinismo, União Soviética.']/000002438
Distrito Federal (Brasil). Governador (1969-1974/"Diagnostico do abastecimento de produtos alimenticios do 
      Distrito Federal"/['Administração pública, relatório, Distrito Federal (Brasil)', 'Agropecuária, Distrito Federal (Brasil)', 'Alimento, abastecimento, Distrito Federal (Brasil)', 'Produto agrícola, Distrito Federal (Brasil)']/000002359
Djilas, Milovan, 1911-/Além da nova classe/['Marxismo.', 'Comunismo e sociedade.', 'Comunismo.', 'Comunismo, Iugoslávia.']/000002540
Eco, Umberto, 1932-2016/Apocalípticos e integrados/['Cultura popular, aspectos sociais.', 'Comunicação de massa.', 'Cultura popular.', 'Indústria cultural.', 'Meios de comunicação de massa.', 'Rádio.', 'Televisão.']/000001632
Faria, Anacleto de Oliveira, 1923-1981./Instituições de direito/['Direito.', 'Teoria do direito.']/000002533
Fetscher, Iring, 1922-2014./Karl Marx e os marxismos/['Marx, Karl, 1818-1883', 'Marxismo.', 'Comunismo.', 'Socialismo.']/000002292
Fischer, Ernst, 1899-1972./O que Marx realmente disse/['Marx, Karl, 1818-1883, crítica e interpretação.', 'Marxismo.']/000002680
Fonseca, Gondin da, 1899-1977./Eça de Queiroz/['Queiroz, Eça de, 1845-1900, biografia.', 'Escritor, Portugal.', 'Escritor, crítica e interpretação, Portugal.', 'Literatura, crítica e interpretação, Portugal.']/000000340
Friedrich, Carl Joachim, 1901-1984./Uma introdução à teoria política/['Teoria política.', 'Ciência política.']/000002501
Frost, David, 1939-/Os ingleses/['Civilização, Grã-Bretanha, 1945-', 'Identidade nacional, Grã-Bretanha.']/000002511
Gonçalves, Emílio, 1933-/O magistério particular e as leis trabalhistas/['Direito do trabalho, Brasil.', 'Escola particular, legislação, Brasil.', 'Legislação trabalhista, Brasil.']/000002557
Gottfried, Martin, 1933-/Teatro dividido/['Teatro (gênero literário), história, Estados Unidos.', 'Teatro (gênero literário), história, séc. XX.']/000002751
Heilbroner, Robert L., 1919-2005./Introdução à microeconomia/['Microeconomia.']/000001656
Hobsbawm, Eric, 1917-2012./Rebeldes primitivos/['Grupo social.', 'Movimento social, história, Europa, séc. XIX-XX.', 'Rebelião, séc. XIX-XX.', 'Tumulto.']/000001407
Jacques, Paulino, 1909-1994./A Constituição explicada/['Direito constitucional, Brasil, legislação.']/000002570
Kelly, Celso, 1906-1976/Introdução à educação moral e cívica/['Educação moral e cívica.']/000001518
Krader, Lawrence, 1919-1998./A formação do Estado/['Estado (ciência política)', 'Ciência política.']/000002446
Krieghbaum, Hillier, 1902-/A ciência e os meios de comunicação de massa/['Noticiário científico.', 'Comunicação.', 'Jornalismo.']/000001396
Larroyo, Francisco, 1908-1981./História geral da pedagogia/['Educação, história.', 'Educação humanística.', 'Pedagogia, história.']/000002393
Lavagna, Carlo, 1914-1984./Istituzioni di diritto pubblico/['Direito público, Itália.']/000000802
Lebon, J. H. G./Introdução à geografia humana/['Antropogeografia.']/000011750
Lilar, Suzanne, 1901-/O casal/['Casamento.', 'Amor.', 'Comportamento afetivo.']/000002731
Lima, Domingos Sávio Brandão, 1928-1985./Desquite amigável/['Desquite.', 'Desquite, jurisprudência, Brasil.', 'Separação judicial, Brasil.']/000002380
Lins, Edmar,/Os fantásticos caminhos da parapsicologia/['Parapsicologia.', 'Disco voador.']/000001595
Lobo, Eulália Maria Lahmeyer, 1924-2011./América Latina contemporânea/['Condições econômicas, América Latina.', 'Condições sociais, América Latina.', 'Desenvolvimento econômico, América Latina.']/000002538
Luciana, Dalila./Ary Barrozo --/['Barroso, Ari, 1903-1964', 'Compositor, Brasil.', 'Música popular, Brasil.']/000001777
Maupassant, Guy de, 1850-1893./Bola de sebo e outros contos e novelas/['Conto, França.', 'Literatura, França.']/000002340
Médici, Emílio Garrastazu, 1905-1985/O jôgo da verdade/['Política e governo, Brasil, discursos etc.', 'Presidente da República, Brasil, discursos etc.']/000002767
Melo Filho, Murilo, 1928-2020./O desafio brasileiro/['Planejamento econômico, Brasil.', 'Condições econômicas, Brasil.', 'Condições sociais, Brasil.', 'Desenvolvimento econômico, Brasil.', 'Política e governo, Brasil.']/000002646
Messner, Johannes, 1891-1984./Ética social/['Filosofia do direito.', 'Direito natural.', 'Estado moderno.', 'Ordem social.']/000001675
Millikan, Max F., 1913-1969./O problema da agricultura nos países subdesenvolvidos/['Economia agrícola, Países em desenvolvimento.', 'Agricultura, Países em desenvolvimento.']/000002769
Miranda, Pontes de, 1892-1979./Tratado das ações/['Ação cível.', 'Direito civil.', 'Fato jurídico.', 'Negócio jurídico.']/000010358
Montenegro, Abelardo F. (Abelardo Fernando), 1912-2010/Pontos de economia internacional/['Finanças internacionais.', 'Balança comercial.', 'Câmbio.', 'Comércio exterior.', 'Economia internacional.', 'Organização internacional.', 'Relações econômicas internacionais.']/000002419
Morton, A. L. (Arthur Leslie), 1903-1987./A história do povo inglês/['Grã-Bretanha, história.']/000002679
Myrdal, Gunnar, 1898-1987./Subdesenvolvimento/['Desenvolvimento econômico.', 'Condições socioeconômicas, Países em desenvolvimento.', 'Política econômica.']/000002549
Neill, Alexander Sutherland, 1883-1937./Liberdade, escola, amor e juventude/['Summerhill School.', 'Psicologia educacional.', 'Educação da criança.']/000001610
Oliveira, José Escolástico Abreu de./Aposentadoria no serviço público/['Aposentadoria.', 'Classificação de cargos.', 'Proventos.', 'Servidor público.', 'Servidor público, jurisprudência, Brasil.', 'Servidor público, legislação, Brasil.']/000001692
O'Neill, Eugene, 1888-1953./Electra enlutada/['Peça teatral, Estados Unidos.', 'Literatura, Estados Unidos.']/000002614
Pagliarini, Mauro Fernandes, 1930-/Apontamentos de Direito Financeiro e Finanças Aplicada/['Finanças públicas.', 'Crédito público.', 'Despesa pública.', 'Direito financeiro.', 'Orçamento.', 'Receita pública.']/000001753
Passarinho, Jarbas, 1920-2016./Terra encharcada/['Literatura, Brasil.']/000002760
Perez, Renard, 1928-2015./Escritores brasileiros contemporâneos/['Escritor, Brasil, antologia.', 'Escritor, Brasil, biografia.', 'Literatura, Brasil, antologia.']/000002335
Piaget, Jean, 1896-1980/O estruturalismo/['Estruturalismo.']/000001596
Pimentel, Marcelo, 1925-2018./A previdência social brasileira interpretada/['Brasil. Lei orgânica da previdência social (1960)', 'Previdência social, legislação, Brasil.', 'Previdência social, jurisprudência, Brasil.']/000001730
Pinckney, Edward R./Psicanálise/['Psicanálise.']/000001593
Pincus, John/Nações ricas e nações pobres/['Relações econômicas internacionais, Países desenvolvidos.', 'Desenvolvimento econômico.', 'Livre comércio.', 'Relações econômicas internacionais, Países em desenvolvimento.']/000001581
Pinto, Anibal, 1919-1996./Curso de economia/['Economia.', 'Comércio internacional.', 'Insumo.', 'Subdesenvolvimento.']/000002553
Pound, Ezra, 1885-1972./Abc da literatura/['Crítica literária.', 'Literatura.', 'Poesia.']/000002422
Reis Filho, Nestor Goulart, 1931-/Quadro da arquitetura no Brasil/['Arquitetura, Brasil.']/000001601
Rodrigues, Alcindo Noleto,/Aspectos do abandono de cargo/['Abandono de cargo, parecer, Brasil.', 'Servidor público, parecer, Brasil.']/000001811
Russomano, Mozart Victor, 1922-2010./A estabilidade do trabalhador na empresa/['Brasil. Consolidação das leis do trabalho (1943)', 'Fundo de Garantia do Tempo de Serviço (Brasil)', 'Estabilidade no emprego, emprego, Brasil.', 'Trabalhador, estabilidade, Brasil.']/000001394
Sahlins, Marshall David, 1930-2021./Sociedades Tribais/['Tribo.']/000002401
Santayana, George, 1863-1952./Alternativas para o liberalismo e outros ensaios/['Filosofia, coletânea.']/000001589
Shakespeare, William, 1564-1616/The complete works of William Shakespeare/['Literatura, Inglaterra, coletânea.']/000002690
Silveira Neto, Honório, 1928-/Direito constitucional/['Direito constitucional, Brasil.', 'Direito constitucional.', 'Estado (ciência política)']/000001668
Sodré, Nelson Werneck, 1911-1999./Síntese de história da cultura brasileira/['Civilização, Brasil.', 'Arte, história, Brasil.', 'Cultura, história, Brasil.', 'Vida intelectual, Brasil.']/000002444
Souza, Orlando de, 1901-/Doutrina e prática das execuções de sentenças/['Execução de sentença, Brasil.', 'Prática forense, Brasil.', 'Sentença, Brasil.']/000002562
Stevens, William, 1925-/O atirador/['Literatura, Estados Unidos.']/000002365
Storr, Anthony, 1920-2001./A agressão humana/['Agressividade (psicologia)']/000001760
Stuvel, G./Sistemas de contabilidade social/['Contabilidade nacional.', 'Produto nacional bruto (PNB)', 'Renda nacional.']/000002708
Sullerot, Évelyne, 1924-2017./História e sociologia da mulher no trabalho/['Trabalho feminino, história.', 'Mulher, aspectos sociais.', 'Sociologia do trabalho.']/000002539
Torres, Vasconcelos, 1920-1982./Mar territorial e marinha de guerra/['Mar territorial.', 'Mar territorial, Brasil.', 'Marinha de guerra, Brasil.', 'Marinha, Brasil.']/000002526
Veen, Grant,/O homem, a educação e o trabalho/['Ensino profissional.', 'Ensino profissional, Estados Unidos.', 'Ensino técnico.', 'Ensino técnico, Estados Unidos.']/000002391
Vergez, André, 1926-2006./História dos filósofos/['Filosofia, história.', 'Filósofo.']/000000928
Wehner, Wolfgang, 1959-/Combate ao crime/['Criminologia, história.']/000001516
Wolf, Eric, 1923-1999./Sociedades camponesas/['Trabalhador rural.', 'Sociologia rural.']/000002732
Pessoa, Fernando, 1888-1935/Páginas de estética e de teoria e crítica literárias/['Literatura, crítica e interpretação, Portugal.', 'Literatura, história e crítica, Portugal.', 'Literatura, Portugal.']/000002256
Abril, Raphael D',/Manual prático do Fundo de Garantia do Tempo de Serviço, FGTS/['Fundo de Garantia do Tempo de Serviço (Brasil)', 'Legislação trabalhista, Brasil.', 'Direito do trabalho, Brasil.']/000001309
Acerboni, Lidia./A filosofia contemporânea no Brasil/['Filosofia, Brasil.', 'Filosofia contemporânea, Brasil.', 'Filosofia, história, Brasil.']/000000464
Albee, Edward, 1928-/Um equilibrio delicado/['Peça teatral, Estados Unidos.', 'Literatura, Estados Unidos.']/000000082
Aldrich, Virgil C., 1903-1998./Filosofia da arte/['Arte, filosofia.']/000001539
Alexandre, Philippe, 1932-/L'Elysée en peril, 2-30 mai 1968/['Tumulto, Paris (França), 1968.', 'Movimento estudantil, França, 1968.', 'Política e governo, França, 1968-']/000000387
Almeida, Manuel Antônio de, 1831-1861./Memórias de um sargento de milícias/['Literatura, Brasil.']/000001775
Alonso Olea, Manuel, 1924-2003/Introdução ao direito do trabalho/['Direito do trabalho.', 'Direito do trabalho, história.', 'Fontes do direito.', 'Relação de trabalho.']/000000521
Alves, Arnaldo Augusto./Código do registo civil anotado/['Portugal. Código do Registro Civil (1967)', 'Registro civil, Portugal.', 'Registro público, Portugal.']/000001128
Amado, Jorge, 1912-2001./Tenda dos milagres/['Literatura, Brasil.']/000000002
Andrade, Carlos Drummond de, 1902-1987./Reunião/['Literatura, Brasil.', 'Poesia, Brasil.']/000000749
Andrić, Ivo, 1892-1975./O pátio maldito e quatro contos/['Andrić, Ivo, 1892-1975', 'Prêmio Nobel, 1961.', 'Conto, Iugoslavia.', 'Literatura, Iugoslavia.']/000002770
Armand, Louis, 1905-1971./Aposta europeia/['Federação Europeia.', 'Política econômica, Europa.', 'Cooperação internacional.', 'Federalismo, Europa.', 'História econômica, 1964-', 'Integração econômica, Europa.', 'Integração social, Europa.', 'Relações econômicas internacionais, Estados Unidos.']/000000827
Asimov, Isaac, 1920-1992/O universo/['Astronomia.', 'Cosmologia.']/000001059
Ávila, René Izoldi./Os incentivos fiscais ao mercado de capitais/['Incentivo fiscal, Brasil.', 'Direito tributário, Brasil.', 'Mercado financeiro, Brasil.', 'Pesca, Brasil, legislação.', 'Reflorestamento, Brasil, legislação.', 'Turismo, Brasil, legislação.']/000002544
Axelos, Kostas, 1924-2010./Introdução ao pensamento futuro/['Heidegger, Martin, 1889-1976', 'Marx, Karl, 1818-1883', 'Filosofia, Alemanha.']/000000375
Azevedo, Aroldo de, 1910-1974./Geografia do Brasil/['Brasil, geografia.']/000000750
Balandier, Georges, 1920-2016./Antropologia política/['Estado (ciência política)', 'Antropologia política.', 'Ciência política.']/000001624
Barbosa, Alice Príncipe, 1919-1975./Teoria e prática dos sistemas de classificação bibliográfica/['Classificação (ciência da informação)']/000001558
Barjavel, René, 1911-1985./A noite dos tempos/['Literatura, França.']/000001430
Barker, Stephen Francis, 1927-2019./Filosofia da matemática/['Matemática, filosofia.']/000001388
Beckhard, Arthur J., 1899-1961./Câncer, cocaína e coragem/['Halsted, William Stewart, 1852-1922, biografia.', 'Médico, Estados Unidos, biografia.']/000002291
Beltrão, Hélio, 1916-1997./A revolução da educação/['Educação, Brasil.']/000001520
Beltrão, Luiz, 1918-1986/A Imprensa informativa/['Jornalismo.', 'Comunicação de massa.', 'Imprensa.', 'Jornal.']/000000413
Bentley, Eric, 1916-2020./Teatro engajado/['Teatro (gênero literário), história e crítica, séc. XX.']/000001445
Bernardes, Hugo Gueiros, -2008./Cláusula de aprendizagem nos contratos de trabalho/['Contrato de aprendizagem, Brasil.', 'Contrato de trabalho, Brasil.']/000001742
Bittencourt, Edgard de Moura, 1908-1983./Família/['Direito de família, Brasil.', 'Adoção, Brasil.', 'Casamento, Brasil.', 'Concubinato, Brasil.', 'Divórcio, Brasil.', 'Filiação, Brasil.']/000001749
Bittencourt, Edgard de Moura, 1908-1983./O concubinato no direito/['Concubinato, Brasil.', 'Ação de investigação de paternidade, Brasil.', 'Concubina, Brasil.', 'Poder familiar, Brasil.']/000001113
Blas Aritio, Luis./Atlas de zoologia/['Zoologia.', 'Vertebrado.']/000001759
Bonet, Carmelo, 1886-/Crítica literária/['Crítica literária.']/000002668
Bourgeon, Roger/O Arcebispo das favelas/['Literatura, França.']/000000751
Brasil./Novissimo vade-mecum forense/['Brasil. Constituição (1967)', 'Legislação, Brasil.']/000002565
Brasil. Tribunal de Contas da União/Parecer previo sobre as contas do governo da republica/['Contas do governo, Brasil.', 'Finanças públicas, Brasil.']/000002547
Brasil. Supremo Tribunal Federal/Índice do Codigo civil aplicado no Supremo Tribunal Federal/['Direito civil, Brasil, jurisprudência.', 'Direito civil, legislação, Brasil, 1916.']/000002521
Brasil./Atos complementares 1 a 45./['Brasil. Constituição (1967)', 'Revisão constitucional, Brasil.']/000000522
Brasil, Assis, 1932-2021./Pacamão/['Literatura, Brasil.']/000001774
Brasil, Assis, 1932-2021./Guimarães Rosa/['Rosa, João Guimarães, 1908-1967, crítica e interpretação.', 'Literatura, Brasil, discursos etc.']/000000338
Bruner, Jerome Seymour, 1915-2016./Uma Nova Teoria da Aprendizagem/['Psicologia da aprendizagem.', 'Psicologia educacional.']/000001190
Bruton, Henry J., 1921-2013./Princípios de Economia do Desenvolvimento/['Desenvolvimento econômico.', 'Subdesenvolvimento.']/000001240
Bueno, Francisco da Silveira, 1898-1989./"Auto das regateiras de Lisboa, composto por hum Frade Loyo 
      Filho d Hua Dellas"/['Vicente, Gil, aproximadamente 1465?-1536.', 'Literatura, Portugal.', 'Peça teatral, Portugal.']/000000187
Bulgakov, Mikhail Afanassievitch, 1891-1940./O mestre e margarida/['Literatura, Rússia.']/000002753
Bulhões, Octavio Gouvêa de, 1906-1990./Dois conceitos de lucro/['Lucro.', 'Investimento, Brasil.', 'Política econômica.', 'Política fiscal, Brasil.', 'Política monetária, Brasil.']/000000865
Caetano, Marcello, 1906-1980./O conselho ultramarino/['Portugal. Conselho Ultramarino.', 'Colônias, Portugal.', 'História administrativa, Portugal.', 'Portugal, história.']/000000323
Calmbach, Guilherme Ulrico von./Microeconomia/['Microeconomia.', 'Teoria econômica.']/000001655
Campanhole, Adriano, 1912-1998./Prática e jurisprudência trabalhista/['Brasil. Consolidação das leis do trabalho (1943)', 'Jurisprudência trabalhista, Brasil.', 'Direito do trabalho, Brasil.']/000001122
Camus, Albert, 1913-1960./A peste/['Premio Nobel de Literatura (1957)', 'Literatura, França.']/000002478
Cardonnel, Jean, 1921-2009./O cristianismo não é uma religião/['Vida cristã.', 'Deus.']/000000920
Carneiro, Erymá, 1905-/Imposto de Renda, 1969/['Imposto de renda, Brasil, legislação.']/000001247
Carneiro, Nelson, 1910-1996/A nova ação de alimentos/['Brasil. Lei de alimentos (1968)', 'Alimentos (direito de família), Brasil.', 'Ação de alimentos, legislação, Brasil.', 'Ação de alimentos, Brasil.']/000002558
Carone, Edgard, 1923-2003./A Primeira republica/['Primeira República (1889-1930), Brasil.', 'Brasil, história, fontes.']/000000589
"Carvalho, A. A. Contreiras de (Anisio Astério Contreiras de), 
      1909-"/Doutrina e aplicação do direito tributario/['Direito tributário.', 'Competência tributária da União.', 'Competência tributária dos estados.', 'Competência tributária dos municípios.', 'Crédito tributário.', 'Direito financeiro.', 'Direito tributário, Brasil.', 'Incidência tributária.', 'Obrigação tributária.', 'Tributação.', 'Tributação, Brasil.']/000001208
Castro, Adaucto de Souza, 1898-/Abc do Direito Romano/['Direito romano.']/000001089
Castro, Antonio Barros de, 1938-2011./7 ensaios sobre a economia brasileira/['Condições econômicas, Brasil.', 'Agricultura, Brasil.']/000001026
Castro, Ferreira, 1923-/Modernização e democracia/['Política e governo, Brasil.', 'Democracia, Brasil.']/000001646
Catharino, José Martins, 1918-2003./Contrato de emprêgo desportivo no direito brasileiro/['Contrato de trabalho, Brasil.', 'Atleta profissional, Brasil.', 'Esporte, Brasil, legislação.']/000002563
Catton, Albano Pereira/Eça de Queiroz/['Queiroz, Eça de, 1845-1900, crítica e interpretação.', 'Queiroz, Eça de, 1845-1900, personagens.', 'Escritor, personagens, Portugal.', 'Escritor, crítica e interpretação, Portugal.', 'Literatura, personagens, Portugal.']/000000218
Cavalcanti, Povina, 1898-1974./Vida e obra de Jorge de Lima/['Lima, Jorge de, 1893-1953', 'Poeta, crítica e interpretação, Brasil.']/000000542
Cavalcanti, Themistocles Brandão, 1899-1980./Teoria do estado/['Estado (ciência política)']/000001012
Chaves, Pires, 1915-/Ações das leis do FGTS/['Fundo de Garantia do Tempo de Serviço (Brasil)', 'Processo trabalhista, Brasil.', 'Reclamação trabalhista.', 'Tempo de serviço (direito do trabalho), Brasil.']/000002383
Childe, V. Gordon‏ (Vere Gordon), 1892-1957./A aurora da civilização européia/['Pessoa pré-histórica.', 'Europa, história.']/000002489
Chisholm, Roderick M., 1916-1999./Teoria do conhecimento/['Epistemologia.', 'Conhecimento.', 'Filosofia do conhecimento.']/000000264
Churchill, Winston, 1874-1965./Sangue, suor e lágrimas/['Churchill, Winston, 1874-1965', 'Guerra Mundial (1939-1945), Grã-Bretanha.', 'Política externa, Grã-Bretanha, 1936-1945.', 'Política, Europa, 1918-1945.', 'Prêmio Nobel, 1953.']/000001506
Closets, François de, 1933-/O espaço, terra dos homens/['Ciências do espaço.', 'Astronáutica.', 'Exploração espacial.']/000001578
Clough, Shepard Bancroft, 1901-1990/Economia e sociedade nos Estados Unidos/['Condições econômicas, Estados Unidos.', 'Civilização.', 'Condições sociais, Estados Unidos.']/000001254
Coleman, John R. (John Royston), 1921-2016./Economia e mudanças sociais/['Condições econômicas, discursos etc., Estados Unidos, 1945.', 'Mudança social, Estados Unidos, discursos etc.']/000001063
Copland, Aaron, 1900-1990./A nova musica/['Música moderna, história e crítica.']/000001454
Correia, António de Arruda Ferrer, 1912-2003./Direito Civil e Comercial, Direito Criminal/['Direito civil, Portugal.', 'Direito comercial, Portugal.', 'Direito penal, Portugal.']/000001131
Coutinho, Edilberto, 1933-1995/Rondon/['Rondon, Cândido Mariano da Silva, 1865-1958, biografia.', 'Militares, Brasil, biografia.']/000001413
Cruz, João Claudino de Oliveira e, 1917-1974/A Nova Ação De Alimentos/['Ação de alimentos, legislação, Brasil.', 'Alimentos (direito de família), legislação, Brasil.']/000001105
Cruz, Sebastião, 1918-1996./Direito romano/['Fontes do direito romano.', 'Direito romano.']/000001370
Daland, Robert T./Estrategia e estilo do planejamento brasileiro/['Planejamento econômico, Brasil.', 'Condições sociais, Brasil.', 'Política e governo, Brasil, 1954-1964.', 'Política econômica, Brasil.']/000000840
Dale, Ernest, 1917-/Gerência empresarial/['Administração de empresas.', 'Comunicação na gestão.', 'Gestão.', 'Planejamento.', 'Tomada de decisão.']/000001491
Dareff, Hal./Jacqueline Kennedy/['Kennedy, Jacqueline Bouvier, 1929-1994, biografia.', 'Mulher, Estados Unidos, biografia.']/000002448
Davis, M. T. de Carvalho Britto./Tratado das sociedades de economia mista/['Sociedade de economia mista.', 'Empresa pública, Brasil.']/000001333
De Camp, L. Sprague (Lyon Sprague), 1907-2000./A história da ciência nos Estados Unidos/['Ciência, história, Estados Unidos.']/000002496
Dernburg, Thomas F., 1930-/Macro-economia/['Renda.', 'Macroeconomia.']/000001181
Dourado, Luiz Angelo/Ensaio de psicologia criminal/['Psicologia criminal.', 'Criminologia.', 'Técnicas projetivas.', 'Teste de personalidade.']/000001189
Downs, Robert Bingham, 1903-1991./Obras básicas/['Civilização moderna, bibliografia crítica.']/000001441
Dray, William H., 1921-2009./Filosofia da história/['Filosofia da história.']/000000678
Eberle, Irmengarde, 1898-1979./Modernas descobertas da medicina/['Medicina, história.', 'Descoberta científica, história.', 'Pesquisa médica, história.']/000001721
Eboli, Terezinha, 1923-2004./Uma escola diferente/['Escola, organização, Bahia.', 'Educação, Bahia.', 'Escola, programa.']/000001252
Ehrenzweig, Anton, 1908-1966./A ordem oculta na arte/['Psicologia da arte.', 'Imaginação.']/000001537
Eisenstadt, Shmuel Noah, 1923-2010./Modernização/['Civilização moderna, séc. XX.', 'Modernização política.', 'Mudança social.', 'Progresso.']/000001631
Empresa Brasileira de Telecomunicações/Legislação atos específicos/['Empresa Brasileira de Telecomunicações.', 'Telecomunicações, Brasil, legislação.']/000001510
Fanucchi, Fábio, 1931-1977./O exercicio da advocacia e as suas obrigações tributarias/['Fundo de Garantia do Tempo de Serviço (Brasil)', 'Advocacia, Brasil.', 'Advocacia, impostos, Brasil.', 'Advogado, impostos, Brasil.', 'Advogado, Brasil.', 'Contribuição previdenciária, Brasil.']/000001688
Ferreira, Pinto, 1918-/Sociologia/['Sociologia.', 'Fato social.', 'Pesquisa social.', 'Sociedade (ciências sociais)', 'Sociologia, história.']/000000606
