autor/titulo/topics/sist_num/CDU/Classe/CDU_Numerica
Pastore, José, 1935-/Brasília/['Condições sociais, Brasília (DF)', 'Condições econômicas, Brasília (DF)', 'Ecologia humana.', 'Migração, Brasília (DF)']/519/ 308(817.4) PASTO-J BRASI/3.0/ 308(817.4) - 
Alonso Olea, Manuel, 1924-2003/Introdução ao direito do trabalho/['Direito do trabalho.', 'Direito do trabalho, história.', 'Fontes do direito.', 'Relação de trabalho.']/521/34 ALONS-M INTRO/3.0/34 - 
Brasil./Atos complementares 1 a 45./['Brasil. Constituição (1967)', 'Revisão constitucional, Brasil.']/522/ 342.4(81) BRASI-AC ATOS/3.0/ 342.4(81) - 
sem autor pessoal/Organização social/['Família.', 'Instituição social.']/533/ 392.3 ORGAN S ORGAN/3.0/ 392.3   
Williams, Robin Murphy, Jr., 1914-2006./A sociedade americana/['Condições sociais, Estados Unidos.']/572/ 308(73) WILLI-RM SOCIE/3.0/ 308(73) - 
Lefebvre, Henri, 1901-1991/O Direito a cidade/['Cidade.', 'Sociologia urbana.']/581/ 316.334.56 LEFEB-H DIREI/3.0/ 316.334.56 - 
Sorokin, Pitirim Aleksandrovič, 1889-1968./Novas teorias sociológicas/['Sociologia.']/603/ 316 SOROK-PA NOVAS/3.0/ 316 - 
Ferreira, Pinto, 1918-/Sociologia/['Sociologia.', 'Fato social.', 'Pesquisa social.', 'Sociedade (ciências sociais)', 'Sociologia, história.']/606/ 316 FERRE-P SOCIO 2.ED./3.0/ 316 -  2..
Hoffer, Eric, 1898-1983./O intelectual e as massas/['Mudança social.', 'Comunismo.', 'Filosofia da história.', 'Intelectual.']/607/ 316.42 HOFFE-E INTEL/3.0/ 316.42 - 
Hoffer, Eric, 1898-1983./Fanatismo e movimentos de massa/['Fanatismo.', 'Liderança.', 'Multidão.', 'Psicologia social.']/612/ 316.647.7 HOFFE-E FANAT/3.0/ 316.647.7 - 
Chakhotin, Sergeĭ, 1883-1973/A mistificação das massas pela propaganda política/['Propaganda.', 'Política, Europa.', 'Psicologia social.', 'Totalitarismo.']/614/ 32.019.5 CHAKH-S MISTI/3.0/ 32.019.5 - 
Frei Montalva, Eduardo, 1911-1982/Pensamento e ação/['Política e governo, Chile, 1964-1968.', 'Chile, história, 1964-1968.']/623/ 32(83) MONTA-EF PENSA/3.0/ 32(83) - 
Senna, Milton Osorio,/Como não se faz um presidente/['Lott, Henrique Batista Duffles Teixeira, 1894-1984', 'Política e governo, Brasil.', 'Campanha eleitoral.', 'Eleição, Brasil.']/657/ 324(81) SENNA-MO COMO/3.0/ 324(81) - 
Waln, Nora, 1895-1964./China, essa desconhecida/['Condições sociais, China.', 'China, descrição.']/768/ 392(510) WALN- N CHINA/3.0/ 392(510) -  
Smith, T. Lynn (Thomas Lynn), 1903-1976./Brasil/['População, Brasil.', 'Dinâmica da população, Brasil.', 'Instituição social, Brasil.', 'Povoamento, Brasil.', 'Brasil, geografia.']/801/ 308(81) SMITH-TL BRASI/3.0/ 308(81) - 
Lavagna, Carlo, 1914-1984./Istituzioni di diritto pubblico/['Direito público, Itália.']/802/ 342(45) LAVAG C INSTI/3.0/ 342(45)   
Harris, Janet/O longo caminho para a liberdade/['Negros, direitos e deveres.', 'Negros, Estados Unidos.']/808/ 316.347 HARRI-J LONGO/3.0/ 316.347 - 
Mills, C. Wright (Charles Wright), 1916-1962./A nova classe média/['Classe média, Estados Unidos.', 'Empregado, Estados Unidos.', 'Empresa, Estados Unidos.', 'Executivo, Estados Unidos.', 'Pessoal administrativo, aspectos sociais, Estados Unidos.']/809/ 316.655(73) MILLS-CW NOVA/3.0/ 316.655(73) - 
Gill, Richard Thomas, 1927-2010./Introdução ao desenvolvimento econômico/['Desenvolvimento econômico.', 'Desenvolvimento econômico, história, Estados Unidos.', 'Desenvolvimento econômico, Países em desenvolvimento.', 'Problemas econômicos, Países em desenvolvimento.']/811/ 330.34 GILL RT INTRO/3.0/ 330.34   
Mourão Filho, Olympio, 1900-1972/Reforma para o Brasil/['Política e governo, Brasil.', 'Ciência política.', 'Problemas socioeconômicos.']/816/ 32(81) MOURA-O REFOR/3.0/ 32(81) - 
Mussumeci, Víctor, 1908-1970./Organização social e politica brasileira/['Política e governo, Brasil.', 'Condições sociais, Brasil.', 'Educação moral e cívica.', 'Estrutura organizacional, Brasil.']/817/ 308(81) MUSSU V ORGAN/3.0/ 308(81)   
sem autor pessoal/Revolução e repressão/['Política internacional, 1945, discursos etc.']/819/ 327 REVOL-R REVOL/3.0/ 327 - 
Talmon, J. L., 1916-1980./Los origenes de la democracia totalitaria/['Totalitarismo.']/820/ 321.64 TALMO-JL ORIGE/3.0/ 321.64 - 
Meynaud, Jean, 1914-1972./Problemas ideológicos del siglo XX/['Ideologia, séc. XX.', 'Capitalismo, séc. XX.', 'Tecnocracia, séc. XX.']/822/ 316.75 MEYNA-J PROBL/3.0/ 316.75 - 
Armand, Louis, 1905-1971./Aposta europeia/['Federação Europeia.', 'Política econômica, Europa.', 'Cooperação internacional.', 'Federalismo, Europa.', 'História econômica, 1964-', 'Integração econômica, Europa.', 'Integração social, Europa.', 'Relações econômicas internacionais, Estados Unidos.']/827/ 338(4) ARMAN-L APOST/3.0/ 338(4) - 
Azevedo, Thales de, 1904-1995./A evasão de talentos/['Evasão de cérebros.']/829/ 325.252 AZEVE-TO EVASA/3.0/ 325.252 - 
Yurre, Gregorio R. de, 1913-1989./Totalitarismo y egolatria/['Hitler, Adolf, 1889-1945', 'Mussolini, Benito, 1883-1945', 'Totalitarismo.', 'Ditadura.', 'Fascismo, Itália.', 'Filosofia política.', 'Filosofia social.', 'Socialismo, Alemanha.', 'Totalitarismo, aspectos psicológicos.', 'Totalitarismo, filosofia.']/834/ 321.64 YURRE-GR TOTAL/3.0/ 321.64 - 
Bandini, Mario, 1907-/Economia agrária/['Economia agrícola.', 'Desenvolvimento agrícola.', 'Direito agrário.', 'Política agrícola.']/836/ 338.43 BANDI M ECONO/3.0/ 338.43   
Daland, Robert T./Estrategia e estilo do planejamento brasileiro/['Planejamento econômico, Brasil.', 'Condições sociais, Brasil.', 'Política e governo, Brasil, 1954-1964.', 'Política econômica, Brasil.']/840/ 338.26(81) DALAN RT ESTRA/3.0/ 338.26(81)   
Lockwood, David/El trabajador de la clase media/['Trabalhador, Inglaterra.', 'Classe média, Inglaterra.']/842/ 316.343.654(420) LOCKW-D TRABA/3.0/ 316.343.654(420) - 
sem autor pessoal/Diretrizes para uma politica de desenvolvimento rural/['Economia agrícola, Brasil.', 'Crédito agrícola, Brasil.', 'Desenvolvimento agrícola, Brasil.', 'Política agrícola, Brasil.']/846/ 338.43(81) DIRET-PD DIRET/3.0/ 338.43(81) - 
Furtado, Jorge Monteiro, 1923-/Dicionário de assuntos fiscais tributários/['Tributação, língua portuguesa, dicionário.', 'Direito tributário, língua portuguesa, dicionário.', 'Tributação, Brasil, dicionário.']/857/ R 336.2(03) FURTA-JM DICIO/3.0/  336.2(03) - 
Piettre, André, 1906-1994./Marxismo/['Marx, Karl, 1818-1883', 'Materialismo dialético.', 'Comunismo.', 'Marxismo.']/858/ 330.85 PIETT A MARXI 3.ED./3.0/ 330.85    3..
Desroche, Henri, 1914-1994./O marxismo e as religiões/['Comunismo e religião.', 'Marxismo.', 'Socialismo e religião.']/860/ 330.85 DESRO-HC MARXI/3.0/ 330.85 - 
Bulhões, Octavio Gouvêa de, 1906-1990./Dois conceitos de lucro/['Lucro.', 'Investimento, Brasil.', 'Política econômica.', 'Política fiscal, Brasil.', 'Política monetária, Brasil.']/865/ 330.143 BULHO OG DOIS/3.0/ 330.143   
Friedman, Milton, 1912-2006./Inflação/['Inflação.', 'Deflação.', 'Inflação, Índia.', 'Política monetária.']/866/ 336.748.12 FRIED-M INFLA EXPRE/3.0/ 336.748.12 -  
sem autor pessoal/Reforma agrária./['Reforma agrária, Brasil, legislação.']/867/ 332.021.8(81)(094) REFOR A REFOR/3.0/ 332.021.8(81)(094)   
Willot, Armand, 1907-/Educadores cristãos atraves da historia/['Igreja e educação, história.', 'Educação religiosa, história.', 'Educador.']/869/ 37.014.52 WILLO-A EDUCA/3.0/ 37.014.52 - 
Moura, Valdiki, 1910-/Abordagem de reforma agrária/['Agricultura, Brasil.', 'Cooperativa agrícola, Brasil.', 'Cooperativa agrícola, Espanha.', 'Reforma agrária, Brasil.', 'Reforma agrária, Espanha.']/875/ 332.021.8 MOURA V ABORD/3.0/ 332.021.8   
sem autor pessoal/La reforme du systeme monetaire international/['Finanças internacionais, discursos etc.', 'Moeda, discursos etc.', 'Sistema monetário internacional.']/879/ 336.7(100) REFOR SM REFOR/3.0/ 336.7(100)   
Goode, William Josiah, 1917-2003./Revolução mundial e padrões de família/['Família.', 'Casamento.', 'Mudança social.']/880/ 316.356.2 GOODE-WJ REVOL/3.0/ 316.356.2 - 
Watson, Donald Stevenson, 1909-/Política economica/['Política econômica.', 'Desenvolvimento econômico.', 'Planejamento econômico.']/900/ 338 WATSO DS POLIT/3.0/ 338   
McConnell, Campbell R., 1928-/Curso basico de economia/['Economia.']/902/ 33 MCCON CR CURSO/3.0/ 33   
Lowe, Adolph, 1893-1995./A Ciencia da economia politica/['Economia.']/903/ 33 LOWE A CIENC/3.0/ 33   
Michels, Robert, 1876-1936./Os Partidos politicos/['Partido político.', 'Democracia.']/905/ 329 MICHE-R PARTI/3.0/ 329 - 
Godelier, Maurice, 1934-/Racionalidade e irracionalidade na economia/['Economia, aspectos psicológicos.', 'Capitalismo.', 'Filosofia marxista.', 'Marxismo.', 'Valor (economia)']/906/ 330.85 GODEL M RACIO/3.0/ 330.85   
Florence, Philip Sargant, 1890-1982./Economia y sociologia de la industria/['Indústria, aspectos sociais.', 'Desenvolvimento econômico.', 'Indústria.']/918/ 338.45 FLORE PS ECONO/3.0/ 338.45   
Maia, Jorge./O Brasil no Terceiro Mundo/['Política externa, Brasil.', 'Civilização, Brasil.', 'Condições econômicas, Brasil.', 'Condições sociais, Brasil.', 'Negros, Brasil.', 'Primeira República (1889-1930), Brasil.', 'Segunda República (1930-1937), Brasil.', 'Tráfico de escravos (1549-1850), Brasil.']/925/ 327(81) MAIA-J BRASI/3.0/ 327(81) - 
sem autor pessoal/América, mito e violência/['Condições sociais, Estados Unidos, 1960, discursos etc.']/937/ 323.2(73) AMERI-MV AMERI/3.0/ 323.2(73) - 
Silva, Arthur da Costa e, 1902-1969,/Pronunciamentos do candidato/['Política e governo, Brasil, discursos etc.']/945/ 32(81)(042) SILVA-AC PRONU CANDI/3.0/ 32(81)(042) -  
Greaves, Harold Richard Goring, 1907-1981./Fundamentos da teoria política/['Estado (ciência política)', 'Ciência política.', 'Teoria política.']/947/ 321.01 GREAV-HR FUNDA 2.ED./3.0/ 321.01 -  2..
Hirschman, Albert O., 1915-2012./Projetos de desenvolvimento/['Projeto de desenvolvimento.', 'Planejamento econômico.']/948/ 330.34 HIRSC AO PROJE/3.0/ 330.34   
sem autor pessoal/Finanças e mercado de capitais no Brasil/['Finanças públicas, Brasil.', 'Mercado de capitais, Brasil.', 'Mercado financeiro, Brasil.']/954/" 336.1/.5(81) FINAN MC FINAN"/3.0/" 336.1/.5(81)   "
Brasil. Tribunal de Contas da União/"Preceitos sobre competência, jurisdição, atribuições e 
      organização do Tribunal de Contas da União."/['Brasil. Tribunal de Contas da União.', 'Tribunal de contas, Brasil.']/972/ 336.126.55(81) BRASI-TC PRECE/3.0/ 336.126.55(81) - 
Kardiner, Abram, 1891-1981./Eles estudaram o homem/['Antropologia cultural.', 'Antropólogo, biografia.']/985/39 KARDI-A ELES/3.0/39 - 
Simpósio sobre o Município na Constituição de 1967 (1967/O Municipio na Constituição de 1967/['Município, aspectos constitucionais, Brasil, congresso.', 'Administração municipal, Brasil, congresso.']/1001/ 352(81) SIMPO-SM MUNIC/3.0/ 352(81) - 
Lobo, Luiz Carlos de Danin,/Estudos de organização/['Administração municipal, Brasil.', 'Administração pública, Brasil.']/1006/ 35 LOBO-LC ESTUD/3.0/ 35 - 
Conforti, Benedetto, 1930-2016./La funzione dell'accordo nel sistema delle Nazioni Unite/['Nações Unidas', 'Tratado.']/1008/ 341.123 CONFO B FUNZI/3.0/ 341.123   
Cavalcanti, Themistocles Brandão, 1899-1980./Teoria do estado/['Estado (ciência política)']/1012/ 321.01 CAVAL-TB TEORI 2.ED./3.0/ 321.01 -  2..
Silva, Geraldo Eulálio do Nascimento e, 1917-2003./Diplomacia e protocolo/['Diplomacia.', 'Cerimonial diplomático.']/1014/ 341.7 SILVA-GE DIPLO/3.0/ 341.7 - 
sem autor pessoal/Las constituciones de Haiti/['Direito constitucional, legislação, Haiti.']/1016/ 342.4(729.4) CONST-H CONST/3.0/ 342.4(729.4) - 
Fernandes, Carlos, 1922-/Do asilo diplomatico/['Direito de asilo.', 'Asilo diplomático.']/1017/ 341.43 FERNA CA DOASI/3.0/ 341.43   
União Soviética./"Constitución (ley fundamental) de la Union de Republicas 
      Socialistas Sovieticas"/['Direito constitucional, União Soviética, legislação.', 'Direito constitucional, União Soviética.']/1019/ 342.4(47) UNIÃO C CONST/3.0/ 342.4(47) Ã  
"Batista, Luis Osorio da Gama e Castro de Oliveira, 
      1877-1945,"/Comentário ao Código do processo penal português/['Portugal. Código de processo penal (1929)', 'Processo penal, Portugal.', 'Processo penal, legislação, Portugal.']/1024/ 343.1(469)(094.46) BATIS LO COMEN/3.0/ 343.1(469)(094.46)   
Castro, Antonio Barros de, 1938-2011./7 ensaios sobre a economia brasileira/['Condições econômicas, Brasil.', 'Agricultura, Brasil.']/1026/ 338(81) CASTR AB SETE/3.0/ 338(81)   
Calamandrei, Piero, 1889-1956./Opere giuridiche/['Processo civil, Itália.', 'Direito processual constitucional.']/1028/" 347.91/.95(45) CALAM P OPERE"/3.0/" 347.91/.95(45)   "
Oliveira Junior, Waldemar Mariz de, 1923-2001./Curso de direito processual civil/['Processo civil, Brasil.', 'Organização judiciária, Brasil.']/1029/" 347.91/.95(81) OLIVE WM CURSO"/3.0/" 347.91/.95(81)   "
Lucas Verdú, Pablo, 1923-/Introduccion al derecho politico/['Direito constitucional.']/1034/ 342 LUCAS P INTRO/3.0/ 342   
Sauvy, Alfred, 1898-1990/Limites de la vida humana/['Longevidade.', 'Velhice.']/1035/ 312-053.9 SAUVY-A LIMIT/3.0/ 312-053.9 - 
Alessi, Renato./Principi di diritto amministrativo/['Direito administrativo, Itália.', 'Estrutura organizacional, Itália.', 'Função administrativa, Itália.']/1036/ 35(450) ALESS-R PRINC/3.0/ 35(450) - 
sem autor pessoal/Las reformas economicas en los paises socialistas./['Condições econômicas, Bulgária.', 'Condições econômicas, Hungria.', 'Condições econômicas, Polônia.', 'Desenvolvimento econômico, Países comunistas.', 'Economia dirigida, Países comunistas.', 'Economia socialista, Países comunistas.', 'Países comunistas.']/1038/ 338.1(4-11) REFOR-EP REFOR/3.0/ 338.1(4-11) - 
Weber, Max, 1864-1920./Historia geral da economia/['História econômica.', 'Capitalismo, história.']/1039/ 33(091) WEBER M HISTO/3.0/ 33(091)   
Bauzer, Riva./Formação para a administração pública - iii/['Administração pública, ensino, Brasil.', 'Formação profissional.']/1051/377.3 BAUZE-R FORMA/3.0/377.3 - 
sem autor pessoal/Educação e sociedade/['Sociologia da educação.']/1052/ 37.015.4 EDUCA-SL EDUCA 4.ED./3.0/ 37.015.4 -  4..
Coleman, John R. (John Royston), 1921-2016./Economia e mudanças sociais/['Condições econômicas, discursos etc., Estados Unidos, 1945.', 'Mudança social, Estados Unidos, discursos etc.']/1063/ 338(73) COLEM JR ECONO/3.0/ 338(73)   
Gomes, Flávio Alcaraz, 1927-2011./A rebelião dos jovens/['Estudante, atividade política, França.', 'Revolução, história, França, 1968.', 'Tumulto, França.']/1066/ 323.27(44) GOMES-FA REBEL/3.0/ 323.27(44) - 
Opitz, Oswaldo, 1914-1982./Estatização do seguro de acidentes do trabalho/['Seguro de acidente do trabalho, legislação, Brasil.', 'Acidente do trabalho, legislação, Brasil.', 'Estatização, Brasil.', 'Legislação trabalhista, Brasil.']/1067/ 368.41(81) OPITZ-O ESTAT/3.0/ 368.41(81) - 
Albertini, Jean Marie, 1929-2014./O terceiro mundo/['Desenvolvimento econômico.', 'Países em desenvolvimento.']/1070/ 338.1(1-77) ALBER JM TERCE/3.0/ 338.1(1-77)   
Baudhuin, Fernand, 1894-1977./Princípios de economia contemporânea/['História econômica, 1945-']/1073/ 33(091) BAUDH F PRINC/3.0/ 33(091)   
Palomeque Torres, Antonio, 1908-1984./Geografía económica/['Geografia econômica.']/1074/33 PALOM-A GEOGR/3.0/33 - 
Colm, Gerhard, 1897-1968./A Economia dos estados unidos/['Condições econômicas, Estados Unidos, 1945-']/1076/ 338(73) COLM G ECONO/3.0/ 338(73)   
Machado Junior, J. Teixeira (José Teixeira)/Classificação das contas publicas/['Orçamento.', 'Contabilidade pública, Brasil.', 'Orçamento público, Brasil.', 'Orçamento, Brasil.']/1077/ 336.121(81) MACHA JT CLASS/3.0/ 336.121(81)   
sem autor pessoal/Lecturas sobre la teoria economica del desarrollo/['Teoria econômica.', 'Desenvolvimento econômico.']/1079/ 330.8 LECTU TE LECTU/3.0/ 330.8   
sem autor pessoal/Sindicalismo e sociedade/['Sindicalismo, coletânea.', 'Classe trabalhadora.', 'Sindicato.']/1080/ 331.105.44 SINDI-S SINDI/3.0/ 331.105.44 - 
Bauchard, Philippe, 1924-1998./Le syndicalisme a l'epreuve/['Sindicalismo, França.', 'Greve, França.', 'Sindicato, França.']/1081/ 331.105.44(44) BAUCH P SYNDI/3.0/ 331.105.44(44)   
sem autor pessoal/Diccionário de ciencias económicas/['Economia, dicionário.']/1082/ R 33(03) DICCI-CE DICCI/3.0/  33(03) - 
Friedman, Milton, 1912-2006./Ensayos sobre economia positiva/['Economia, discursos etc.']/1084/ 33 FRIED M ENSAY/3.0/ 33   
Kretschmann, Jenny Griziotti, 1884-1980./As doutrinas económicas modernas/['Economia, história.', 'Doutrina econômica.']/1086/ 33(091) GRIZI J DOUTR/3.0/ 33(091)   
Castro, Adaucto de Souza, 1898-/Abc do Direito Romano/['Direito romano.']/1089/ 34(37) CASTR AS ABCDO/3.0/ 34(37)   
Lopes, Manuel Baptista/A penhora/['Penhor, Portugal.', 'Bens penhoráveis, Portugal.', 'Processo civil, legislação, Portugal, 1961.', 'Penhora, Portugal.']/1100/ 347.952.4(469) LOPES MB PENHO/3.0/ 347.952.4(469)   
Galasso, Alfredo, 1940-/Mutuo e deposito irregolare/['Serviço de empréstimo.', 'Depósito (direito comercial)']/1101/ 347.75 GALAS-A MUTUO/3.0/ 347.75 - 
Souza, Orlando de, 1901-/Inventarios e partilhas/['Inventário (direito das sucessões)', 'Inventário (direito das sucessões), jurisprudência, Brasil.', 'Inventário (direito das sucessões), modelo, Brasil.', 'Partilha de bens.', 'Partilha de bens, jurisprudência, Brasil.', 'Partilha de bens, modelo, Brasil.']/1102/ 347.66(81) SOUZA O INVEN 4.ED./3.0/ 347.66(81)    4..
Nunes, Antônio Avelãs./O direito de exclusão de sócios nas sociedades comerciais/['Sociedade comercial, Portugal.', 'Sociedade (direito), Portugal.']/1104/ 347.72(469) NUNES AJ DIREI/3.0/ 347.72(469)   
Portugal/Codigo comercial portugues/['Direito comercial, Portugal.', 'Direito comercial, legislação, Portugal.']/1106/ 347.7(469)(094.4) PORTU CC CODIG 2.ED./3.0/ 347.7(469)(094.4)    2..
Leibenstein, Harvey, 1922-1994./Atraso e Desenvolvimento Econômico/['Desenvolvimento econômico, Países em desenvolvimento.']/1109/ 338.1(1-77) LEIBE H ATRAS/3.0/ 338.1(1-77)   
Opitz, Oswaldo, 1914-1982./Novos rumos da locação predial/['Locação, legislação, Brasil.', 'Bens imóveis, legislação, Brasil.']/1111/ 347.453(81)(094) OPITZ O NOVOS 2.ED./3.0/ 347.453(81)(094)    2..
Bittencourt, Edgard de Moura, 1908-1983./O concubinato no direito/['Concubinato, Brasil.', 'Ação de investigação de paternidade, Brasil.', 'Concubina, Brasil.', 'Poder familiar, Brasil.']/1113/ 347.628(81) BITTE EM CONCU 2.ED./3.0/ 347.628(81)    2..
Di Sabato, Franco/Capitale e responsabilità interna nelle società di persone/['Sociedade de pessoas, Itália.', 'Patrimônio líquido, Itália.', 'Sociedade anônima, Itália.']/1115/ 347.72(450) DISAB F CAPIT/3.0/ 347.72(450)   
Santagata, Carlo, 1927-1943./La fusione tra societa/['Sociedade comercial.']/1118/ 347.72 SANTA C FUSIO/3.0/ 347.72   
Gomes, Orlando, 1909-1988./Direito de família/['Direito de família, Brasil.', 'Alimentos (direito de família), Brasil.', 'Casamento, Brasil.', 'Filiação, Brasil.', 'Parentesco, Brasil.', 'Regime de bens, Brasil.']/1119/ 347.6(81) GOMES O DIREI/3.0/ 347.6(81)   
Machado, Marina Brandão Milanez,/O ensino de administração pública no Brasil/['Administração pública, estudo e ensino, Brasil.', 'Administração pública, Brasil.']/1121/37(81) MACHA-MB ENSIN/3.0/37(81) - 
Campanhole, Adriano, 1912-1998./Prática e jurisprudência trabalhista/['Brasil. Consolidação das leis do trabalho (1943)', 'Jurisprudência trabalhista, Brasil.', 'Direito do trabalho, Brasil.']/1122/34(81)(094.9) PA A PRATI 3.ED./3.0/34(81)(094.9)    3..
Bidart Campos, Germán J. (Germán José), 1927-2004./Estudios de previsión social y derecho civil/['Direito civil, Argentina.', 'Legislação trabalhista, Argentina.', 'Previdência social, Argentina.']/1123/ 347(82) BIDAR GJ ESTUD/3.0/ 347(82)   
Machado, J. Baptista (João), 1927-1989./Sobre a aplicação no tempo do novo Código civil/['Direito civil, Portugal.', 'Tempo (direito), Portugal.']/1124/ 347(469) MACHA JB SOBRE/3.0/ 347(469)   
Gusmão, Paulo Dourado de, 1919-2016./Elementos de direito civil/['Direito civil.', 'Direito civil, Brasil.', 'Direito positivo.', 'Direito subjetivo.', 'Princípios gerais do direito.']/1125/ 347 GUSMA PD ELEME/3.0/ 347   
Pinheiro, Hésio Fernandes, 1916-/O direito em órbita/['Direito espacial.', 'Ciências do espaço.', 'Foguete (astronáutica)']/1127/ 341.229 PINHE HK DIREI/3.0/ 341.229   
Alves, Arnaldo Augusto./Código do registo civil anotado/['Portugal. Código do Registro Civil (1967)', 'Registro civil, Portugal.', 'Registro público, Portugal.']/1128/ 347.136 ALVES-AA CODIG/3.0/ 347.136 - 
Monteiro, Clovis Zobaran./Um litígio administrativo/['Previdência social, Brasil.', 'Processo administrativo, Brasil.']/1129/ 35.077 MONTE-CZ LITIG/3.0/ 35.077 - 
